GEOID,STATEFP,STATE,COUNTYFP,COUNTY,MEDN_INC22,TOT_HOUS22,LESS_10K22,10K_15K22,15K_20K22,20K_25K22,25K_30K22,30K_35K22,35K_40K22,40K_45K22,45K_50K22,50K_60K22,60K_75K22,75K_100K22,100_125K22,125_150K22,150_200K22,200K_MOR22
260810018011,26, Michigan,081, Kent County,77569.0,303,0,0,0,0,34,17,5,18,46,0,31,111,16,25,0,0
260810018012,26, Michigan,081, Kent County,115521.0,251,0,0,0,0,0,22,0,0,0,0,31,70,38,90,0,0
260810018013,26, Michigan,081, Kent County,81985.0,278,0,0,6,16,0,0,0,43,0,0,47,51,78,17,20,0
260810018014,26, Michigan,081, Kent County,89107.0,501,17,0,17,0,14,0,0,16,19,35,49,99,56,17,125,37
260810018015,26, Michigan,081, Kent County,37077.0,560,26,57,77,47,19,0,65,26,0,48,0,16,27,15,99,38
260810018021,26, Michigan,081, Kent County,81389.0,744,23,18,16,4,11,7,116,2,49,19,79,104,100,49,84,63
260810019001,26, Michigan,081, Kent County,83545.0,830,75,7,0,0,31,42,40,0,0,55,40,284,89,0,78,89
260810019002,26, Michigan,081, Kent County,69250.0,317,18,10,0,6,0,40,20,0,19,38,34,31,89,0,12,0
260810019003,26, Michigan,081, Kent County,85676.0,436,30,0,0,0,25,0,20,75,0,25,10,111,8,132,0,0
260810019004,26, Michigan,081, Kent County,76529.0,324,29,0,0,0,0,0,0,0,0,26,0,227,22,0,20,0
260810019005,26, Michigan,081, Kent County,64000.0,568,0,30,26,55,18,41,16,70,0,19,93,68,108,18,1,5
260810020001,26, Michigan,081, Kent County,91167.0,572,24,34,17,29,0,0,17,0,11,41,57,64,113,40,54,71
260810020002,26, Michigan,081, Kent County,10911.0,831,347,204,20,0,15,19,0,0,0,10,91,16,14,11,48,36
260810020003,26, Michigan,081, Kent County,43378.0,300,29,0,0,71,25,12,0,37,0,0,64,24,23,15,0,0
260810021001,26, Michigan,081, Kent County,73575.0,525,53,14,15,16,0,69,15,11,0,30,72,194,36,0,0,0
260810021002,26, Michigan,081, Kent County,44559.0,1040,154,168,38,66,0,31,33,33,56,109,244,41,23,10,0,34
260810021003,26, Michigan,081, Kent County,,476,35,115,68,0,0,0,39,0,40,11,42,53,13,20,0,40
260810022001,26, Michigan,081, Kent County,44118.0,504,61,29,19,15,47,12,36,51,0,39,40,93,0,32,0,30
260810022002,26, Michigan,081, Kent County,72531.0,440,0,0,0,0,9,96,0,36,30,48,81,86,25,29,0,0
260810022003,26, Michigan,081, Kent County,66366.0,635,53,16,0,15,0,24,39,0,68,0,188,77,106,49,0,0
260810022004,26, Michigan,081, Kent County,71979.0,857,13,26,25,42,11,0,139,49,57,32,37,38,234,59,75,20
260810023001,26, Michigan,081, Kent County,97125.0,929,46,37,31,11,29,0,14,31,30,87,53,105,156,79,77,143
260810023002,26, Michigan,081, Kent County,86250.0,614,30,0,33,12,29,10,0,10,21,24,73,159,21,53,103,36
260810024001,26, Michigan,081, Kent County,83984.0,403,0,9,12,8,0,0,5,5,30,34,49,123,25,48,25,30
260810024002,26, Michigan,081, Kent County,64826.0,412,21,7,46,17,5,16,40,4,4,6,43,35,55,50,27,36
260810024003,26, Michigan,081, Kent County,126944.0,156,0,0,0,0,0,18,14,0,0,0,9,0,30,41,25,19
260810025001,26, Michigan,081, Kent County,65250.0,600,13,0,12,54,31,28,13,26,0,98,89,134,14,72,0,16
260810025002,26, Michigan,081, Kent County,72839.0,370,0,13,0,0,20,12,31,0,13,51,96,10,34,75,0,15
260810025003,26, Michigan,081, Kent County,97070.0,781,21,89,0,11,0,49,19,0,14,36,62,100,116,66,175,23
260810025004,26, Michigan,081, Kent County,73210.0,619,43,0,0,0,15,31,53,0,15,58,126,81,44,12,27,114
260810026001,26, Michigan,081, Kent County,52560.0,480,62,24,32,50,0,17,12,0,26,67,47,37,92,0,6,8
260810026002,26, Michigan,081, Kent County,55302.0,375,22,48,9,25,11,56,0,0,6,65,13,27,80,13,0,0
260810026003,26, Michigan,081, Kent County,62083.0,272,0,8,28,36,21,0,21,0,7,0,58,16,50,0,27,0
260810027001,26, Michigan,081, Kent County,80288.0,334,29,34,0,37,10,9,6,0,9,9,0,98,47,0,12,34
260810027002,26, Michigan,081, Kent County,38705.0,333,9,9,23,11,14,53,62,0,29,30,31,16,42,4,0,0
260810027003,26, Michigan,081, Kent County,72727.0,610,17,0,25,43,20,10,11,27,22,84,76,60,49,78,88,0
260810028001,26, Michigan,081, Kent County,12429.0,529,145,128,71,45,49,19,23,0,0,13,0,27,0,0,9,0
260810028002,26, Michigan,081, Kent County,50278.0,224,27,0,33,13,22,0,0,0,15,28,6,61,0,0,0,19
260810029001,26, Michigan,081, Kent County,83077.0,442,6,0,0,0,0,21,15,13,38,15,99,60,26,41,35,73
260810029002,26, Michigan,081, Kent County,59716.0,219,0,6,0,5,5,0,17,8,30,41,10,43,10,39,5,0
260810030001,26, Michigan,081, Kent County,76417.0,359,16,11,23,0,6,36,0,4,14,55,6,52,29,23,45,39
260810030002,26, Michigan,081, Kent County,54744.0,400,0,30,11,0,60,8,38,18,0,43,30,37,40,44,0,41
260810031001,26, Michigan,081, Kent County,72321.0,439,25,0,14,0,0,13,7,9,10,83,60,132,43,0,43,0
260810031002,26, Michigan,081, Kent County,38682.0,383,0,41,24,62,0,22,81,17,0,18,0,28,41,49,0,0
260810031003,26, Michigan,081, Kent County,49408.0,355,15,58,0,0,0,73,0,17,19,55,24,19,38,0,0,37
260810032001,26, Michigan,081, Kent County,58221.0,343,0,0,27,12,9,30,0,55,25,32,36,80,17,0,20,0
260810032002,26, Michigan,081, Kent County,51118.0,417,41,8,8,16,12,0,31,84,0,79,18,37,34,40,0,9
260810032003,26, Michigan,081, Kent County,37179.0,573,75,112,21,0,48,0,35,58,20,62,31,46,16,0,49,0
260810032004,26, Michigan,081, Kent County,26958.0,517,88,31,25,8,166,0,16,0,0,0,9,58,57,31,0,28
260810033001,26, Michigan,081, Kent County,118477.0,505,15,0,0,8,10,0,6,27,0,47,25,63,71,139,78,16
260810033002,26, Michigan,081, Kent County,88750.0,461,0,0,0,9,19,33,29,18,5,0,42,103,39,81,35,48
260810033003,26, Michigan,081, Kent County,95938.0,402,11,9,0,41,31,0,0,0,7,39,14,54,69,29,47,51
260810034001,26, Michigan,081, Kent County,93679.0,999,38,12,42,59,0,14,34,0,0,76,168,110,165,33,200,48
260810034002,26, Michigan,081, Kent County,49485.0,449,0,0,49,36,25,0,101,0,17,45,48,36,33,13,22,24
260810034003,26, Michigan,081, Kent County,101909.0,724,15,28,27,0,42,12,0,10,0,34,44,108,264,50,45,45
260810035001,26, Michigan,081, Kent County,78191.0,552,16,24,0,0,0,0,35,53,0,54,60,142,144,24,0,0
260810035002,26, Michigan,081, Kent County,49095.0,777,43,121,89,16,23,22,9,42,34,59,73,151,44,51,0,0
260810035003,26, Michigan,081, Kent County,50169.0,485,0,0,20,0,56,4,0,143,17,64,31,70,39,0,29,12
260810035004,26, Michigan,081, Kent County,48033.0,418,21,0,0,38,11,7,39,18,171,13,41,15,7,7,9,21
260810036001,26, Michigan,081, Kent County,32786.0,414,74,46,35,8,28,47,64,11,0,61,6,26,8,0,0,0
260810036002,26, Michigan,081, Kent County,27500.0,330,81,5,37,25,71,0,11,11,0,14,49,0,3,5,18,0
260810037001,26, Michigan,081, Kent County,46801.0,801,148,73,58,29,26,42,0,0,156,97,88,67,17,0,0,0
260810037002,26, Michigan,081, Kent County,71146.0,731,6,0,0,51,0,108,23,37,36,18,110,78,207,17,24,16
260810038001,26, Michigan,081, Kent County,52574.0,213,14,0,17,20,0,6,0,0,29,54,0,41,0,0,32,0
260810038002,26, Michigan,081, Kent County,62031.0,416,31,35,19,42,0,0,26,0,28,14,90,41,90,0,0,0
260810038003,26, Michigan,081, Kent County,45433.0,615,64,27,0,114,50,0,0,39,99,18,65,80,43,0,0,16
260810039001,26, Michigan,081, Kent County,48990.0,951,7,13,91,9,69,29,3,43,338,221,41,47,16,0,12,12
260810039002,26, Michigan,081, Kent County,53447.0,463,17,24,51,61,10,29,10,8,9,91,22,49,40,20,22,0
260810040001,26, Michigan,081, Kent County,50625.0,575,38,15,17,106,43,22,28,15,0,34,77,75,63,11,31,0
260810040002,26, Michigan,081, Kent County,55637.0,469,27,6,21,23,33,13,85,5,0,78,72,54,15,26,11,0
260810041001,26, Michigan,081, Kent County,69875.0,655,78,0,86,0,6,29,30,13,13,15,79,106,32,66,12,90
260810041002,26, Michigan,081, Kent County,115118.0,601,17,0,0,6,0,0,9,12,10,25,43,133,150,52,73,71
260810041003,26, Michigan,081, Kent County,114853.0,410,0,20,0,5,7,11,13,15,8,0,20,46,98,42,42,83
260810042001,26, Michigan,081, Kent County,51280.0,712,17,32,56,0,43,83,13,54,37,55,81,94,46,45,56,0
260810042002,26, Michigan,081, Kent County,86853.0,1047,42,14,43,23,124,25,7,24,37,30,84,139,90,107,191,67
260810043001,26, Michigan,081, Kent County,94286.0,242,0,0,0,14,0,0,5,0,30,12,33,29,47,3,27,42
260810043002,26, Michigan,081, Kent County,156546.0,595,0,0,0,59,8,0,0,24,8,4,19,46,83,18,140,186
260810043003,26, Michigan,081, Kent County,51966.0,958,37,20,26,63,24,8,27,181,23,139,80,66,131,66,26,41
260810044001,26, Michigan,081, Kent County,113973.0,483,0,18,0,0,0,17,28,0,0,30,41,31,157,44,45,72
260810044002,26, Michigan,081, Kent County,,246,12,0,0,0,16,0,54,0,0,46,0,0,54,16,48,0
260810044003,26, Michigan,081, Kent County,58750.0,753,0,0,82,21,47,45,55,70,22,41,86,115,68,86,15,0
260810044004,26, Michigan,081, Kent County,64142.0,743,12,11,59,15,34,0,60,85,18,44,113,105,64,31,56,36
260810044005,26, Michigan,081, Kent County,86887.0,258,0,0,0,0,0,15,0,0,12,30,32,71,40,0,41,17
260810045011,26, Michigan,081, Kent County,81140.0,483,7,7,15,0,0,0,8,9,42,29,109,78,66,11,63,39
260810045012,26, Michigan,081, Kent County,43889.0,672,16,149,0,35,10,0,0,134,77,25,31,44,37,65,15,34
260810045013,26, Michigan,081, Kent County,99583.0,554,0,0,14,0,0,12,0,0,10,90,15,145,47,74,41,106
260810045021,26, Michigan,081, Kent County,106477.0,565,7,11,0,20,0,2,0,26,0,60,69,63,208,60,16,23
260810045022,26, Michigan,081, Kent County,57222.0,300,0,0,34,36,12,21,0,0,21,67,21,67,13,8,0,0
260810045023,26, Michigan,081, Kent County,33421.0,775,35,151,89,14,30,174,9,36,8,8,20,12,61,25,22,81
260810046001,26, Michigan,081, Kent County,40231.0,915,37,19,64,0,228,0,102,84,84,123,18,21,34,94,7,0
260810046002,26, Michigan,081, Kent County,58594.0,359,16,45,15,0,0,25,15,16,0,52,54,23,25,32,41,0
260810046003,26, Michigan,081, Kent County,38209.0,965,28,223,23,26,155,0,97,69,69,65,55,50,18,27,0,60
260810101011,26, Michigan,081, Kent County,71375.0,853,22,48,80,11,12,41,4,26,21,77,147,110,139,47,53,15
260810101012,26, Michigan,081, Kent County,103056.0,538,34,0,11,13,0,26,0,0,70,58,14,25,59,47,165,16
260810101013,26, Michigan,081, Kent County,58365.0,945,13,79,13,90,80,0,45,59,14,88,91,142,85,49,29,68
260810101021,26, Michigan,081, Kent County,65917.0,451,0,26,27,16,32,45,19,49,0,6,96,41,52,35,7,0
260810101022,26, Michigan,081, Kent County,70833.0,488,10,16,3,0,25,27,26,26,40,39,58,58,85,27,48,0
260810102001,26, Michigan,081, Kent County,62900.0,916,24,93,0,12,27,59,9,10,99,83,139,179,41,68,51,22
260810102002,26, Michigan,081, Kent County,37292.0,887,29,203,50,60,25,49,30,87,48,56,64,72,23,54,37,0
260810103011,26, Michigan,081, Kent County,70855.0,577,0,2,0,11,1,14,25,20,125,23,80,101,88,25,39,23
260810103012,26, Michigan,081, Kent County,57089.0,523,0,6,9,6,0,34,108,15,10,86,40,92,47,52,10,8
260810103013,26, Michigan,081, Kent County,71298.0,749,0,70,20,42,11,25,32,54,26,37,85,106,99,65,23,54
260810103021,26, Michigan,081, Kent County,79375.0,1030,29,19,88,39,52,18,47,78,12,80,32,106,238,40,123,29
260810103022,26, Michigan,081, Kent County,106118.0,319,42,0,0,0,0,0,0,0,14,13,0,61,40,119,30,0
260810103023,26, Michigan,081, Kent County,70200.0,1052,18,0,35,20,44,18,0,114,57,71,208,142,135,67,54,69
260810104011,26, Michigan,081, Kent County,128368.0,525,12,0,14,6,7,7,6,0,8,54,36,80,20,134,34,107
260810104012,26, Michigan,081, Kent County,82950.0,471,0,0,14,0,6,8,8,12,33,48,65,127,34,86,12,18
260810104013,26, Michigan,081, Kent County,84519.0,668,23,19,21,11,30,26,17,6,33,45,22,153,94,100,32,36
260810104021,26, Michigan,081, Kent County,39375.0,780,25,77,22,27,73,74,105,25,7,71,51,55,49,46,44,29
260810104022,26, Michigan,081, Kent County,69353.0,447,13,24,8,33,0,22,0,12,14,67,84,102,51,10,7,0
260810104023,26, Michigan,081, Kent County,56607.0,420,31,0,8,3,45,41,14,12,0,93,21,39,46,10,41,16
260810106011,26, Michigan,081, Kent County,127027.0,794,0,19,0,0,0,9,26,7,22,20,79,7,178,229,74,124
260810106012,26, Michigan,081, Kent County,86673.0,767,0,0,0,0,92,18,27,23,0,62,23,190,57,66,132,77
260810106021,26, Michigan,081, Kent County,104160.0,495,0,0,0,35,0,0,0,0,23,14,0,135,113,21,93,61
260810106022,26, Michigan,081, Kent County,84261.0,863,0,57,0,17,54,14,0,28,87,0,27,154,71,47,204,103
260810106023,26, Michigan,081, Kent County,102955.0,798,33,0,79,0,73,21,0,47,0,53,25,47,80,87,123,130
260810106024,26, Michigan,081, Kent County,113872.0,931,0,36,0,0,0,0,55,0,0,0,140,155,146,49,105,245
260810107001,26, Michigan,081, Kent County,44789.0,765,71,87,0,51,13,43,36,89,10,49,60,66,27,40,103,20
260810107002,26, Michigan,081, Kent County,140571.0,961,0,0,27,0,15,0,0,63,0,37,105,66,87,146,193,222
260810107003,26, Michigan,081, Kent County,96063.0,582,0,15,13,50,5,13,9,0,4,31,97,77,225,0,43,0
260810108021,26, Michigan,081, Kent County,88469.0,1217,0,0,12,0,9,86,81,31,0,93,191,199,73,318,100,24
260810108022,26, Michigan,081, Kent County,84118.0,548,0,11,0,30,65,52,0,0,0,61,25,52,58,63,89,42
260810108023,26, Michigan,081, Kent County,95404.0,565,0,0,0,0,35,66,0,0,0,37,53,120,73,104,52,25
260810108031,26, Michigan,081, Kent County,137396.0,983,12,0,38,0,0,35,0,9,0,36,78,59,128,158,193,237
260810108032,26, Michigan,081, Kent County,79943.0,569,15,14,0,52,113,0,13,0,0,41,15,98,0,60,108,40
260810108033,26, Michigan,081, Kent County,128553.0,878,0,0,0,0,15,24,0,0,0,45,97,162,88,92,144,211
260810108041,26, Michigan,081, Kent County,79458.0,854,24,7,18,17,0,32,18,28,19,87,99,237,96,44,35,93
260810109021,26, Michigan,081, Kent County,121259.0,698,0,0,0,9,0,23,42,0,9,0,25,100,213,52,129,96
260810109022,26, Michigan,081, Kent County,79427.0,709,78,0,0,0,37,47,22,33,63,11,31,118,65,21,33,150
260810109023,26, Michigan,081, Kent County,111500.0,234,12,0,0,0,0,27,0,0,9,12,15,36,39,47,0,37
260810109031,26, Michigan,081, Kent County,94769.0,605,0,0,0,15,0,11,0,14,43,52,26,155,50,102,117,20
260810109032,26, Michigan,081, Kent County,117953.0,870,0,13,0,0,60,15,0,27,0,12,118,56,288,66,161,54
260810109033,26, Michigan,081, Kent County,79143.0,470,0,0,11,15,30,0,56,0,9,21,70,35,80,59,67,17
260810109034,26, Michigan,081, Kent County,134519.0,709,0,0,0,0,14,0,0,0,0,0,57,135,93,129,142,139
260810109041,26, Michigan,081, Kent County,121378.0,968,15,31,0,0,0,22,18,15,0,70,63,153,199,199,85,98
260810109042,26, Michigan,081, Kent County,152917.0,340,0,0,0,41,0,0,0,16,0,0,0,34,38,32,161,18
260810109043,26, Michigan,081, Kent County,124364.0,875,35,0,54,0,5,7,47,11,15,20,44,87,127,63,138,222
260810109044,26, Michigan,081, Kent County,174479.0,344,0,0,0,0,0,0,0,0,0,0,39,33,11,48,99,114
260810110011,26, Michigan,081, Kent County,107361.0,543,9,25,0,19,0,0,17,0,23,24,32,52,133,69,76,64
260810110012,26, Michigan,081, Kent County,130703.0,436,11,11,0,0,0,0,8,0,10,17,72,53,27,52,15,160
260810110013,26, Michigan,081, Kent County,107039.0,547,0,8,0,0,0,28,0,65,14,17,55,71,91,73,55,70
260810110021,26, Michigan,081, Kent County,74453.0,647,36,7,0,42,33,9,23,45,8,91,33,27,85,38,60,110
260810110022,26, Michigan,081, Kent County,83556.0,397,0,0,11,0,52,28,0,45,0,25,13,80,51,4,88,0
260810110023,26, Michigan,081, Kent County,101848.0,786,20,0,121,10,10,0,9,28,21,25,85,47,144,35,139,92
260810111011,26, Michigan,081, Kent County,61131.0,705,35,28,42,68,33,23,20,34,0,60,93,74,84,19,49,43
260810111012,26, Michigan,081, Kent County,90750.0,610,12,0,11,11,18,9,8,13,0,59,94,145,150,10,70,0
260810111013,26, Michigan,081, Kent County,82772.0,491,48,0,0,53,44,23,10,0,25,0,0,127,32,41,65,23
260810111021,26, Michigan,081, Kent County,145898.0,357,0,0,0,0,0,0,13,8,0,25,24,66,16,57,21,127
260810111022,26, Michigan,081, Kent County,102386.0,1007,31,26,16,0,38,8,16,21,35,115,30,157,56,125,150,183
260810111023,26, Michigan,081, Kent County,88750.0,563,9,0,0,21,0,0,9,38,0,67,65,111,99,30,42,72
260810112001,26, Michigan,081, Kent County,59583.0,326,0,7,9,0,20,29,0,61,8,33,53,47,22,6,0,31
260810112002,26, Michigan,081, Kent County,67957.0,652,10,20,12,0,38,43,12,0,0,111,169,74,72,39,33,19
260810112003,26, Michigan,081, Kent County,70347.0,806,20,32,11,46,47,0,56,0,33,80,152,69,82,48,130,0
260810113011,26, Michigan,081, Kent County,103385.0,603,0,8,51,9,5,32,12,33,12,50,23,47,86,57,97,81
260810113012,26, Michigan,081, Kent County,63413.0,317,0,0,9,19,3,0,76,7,8,27,46,51,30,29,4,8
260810113013,26, Michigan,081, Kent County,57500.0,934,15,21,15,33,75,14,70,52,73,135,50,147,99,93,23,19
260810113021,26, Michigan,081, Kent County,89609.0,870,32,64,22,19,0,17,56,14,65,18,85,60,57,50,141,170
260810113022,26, Michigan,081, Kent County,146771.0,212,0,0,0,22,0,0,0,0,0,13,0,39,15,24,73,26
260810113023,26, Michigan,081, Kent County,115859.0,1171,0,28,0,0,65,53,101,28,82,42,34,120,190,23,308,97
260810113024,26, Michigan,081, Kent County,102574.0,600,0,0,18,103,0,0,0,0,0,89,31,56,199,47,12,45
260810114011,26, Michigan,081, Kent County,82679.0,446,13,13,0,0,21,26,0,18,12,44,59,73,48,26,44,49
260810114012,26, Michigan,081, Kent County,79821.0,387,7,7,8,8,12,7,14,14,5,21,84,58,43,36,34,29
260810114031,26, Michigan,081, Kent County,,766,0,35,245,43,16,12,21,19,7,50,67,80,122,43,6,0
260810114032,26, Michigan,081, Kent County,127813.0,604,0,0,22,0,0,0,29,0,40,17,33,99,50,58,52,204
260810114051,26, Michigan,081, Kent County,51699.0,595,25,10,30,84,4,24,11,28,55,48,24,88,59,36,39,30
260810114052,26, Michigan,081, Kent County,107986.0,465,18,0,0,0,0,0,26,0,27,27,25,50,198,24,55,15
260810114053,26, Michigan,081, Kent County,78000.0,222,0,0,0,8,6,15,26,3,9,30,13,37,20,0,55,0
260810114061,26, Michigan,081, Kent County,37666.0,1120,30,58,48,326,0,70,183,85,88,98,134,0,0,0,0,0
260810114062,26, Michigan,081, Kent County,57008.0,335,0,17,0,18,0,0,15,12,79,33,68,61,19,13,0,0
260810114063,26, Michigan,081, Kent County,93207.0,412,15,0,0,15,37,14,46,11,0,25,30,118,10,83,0,8
260810114064,26, Michigan,081, Kent County,53606.0,511,0,16,45,13,0,24,0,112,23,54,94,121,0,0,9,0
260810115011,26, Michigan,081, Kent County,101350.0,187,0,0,13,28,0,0,0,23,0,0,0,16,32,6,63,6
260810115012,26, Michigan,081, Kent County,59375.0,693,48,0,45,50,37,29,6,8,72,62,144,100,21,46,5,20
260810115021,26, Michigan,081, Kent County,101289.0,945,0,45,26,47,18,0,13,0,53,39,137,78,231,40,139,79
260810115022,26, Michigan,081, Kent County,67697.0,493,0,0,0,0,16,0,66,24,63,76,19,140,0,50,10,29
260810115023,26, Michigan,081, Kent County,50647.0,914,0,34,0,39,0,70,105,154,40,87,108,179,45,18,0,35
260810116011,26, Michigan,081, Kent County,70986.0,754,46,0,30,0,0,0,0,14,11,107,234,88,91,51,33,49
260810116012,26, Michigan,081, Kent County,136010.0,289,0,0,0,0,0,0,17,13,0,36,0,11,31,105,18,58
260810116013,26, Michigan,081, Kent County,81544.0,737,16,0,0,15,145,33,25,17,28,12,51,134,117,26,45,73
260810116021,26, Michigan,081, Kent County,90818.0,530,0,0,0,0,11,0,0,75,11,19,74,167,89,26,43,15
260810116022,26, Michigan,081, Kent County,71058.0,757,14,25,51,6,25,0,27,13,34,119,97,147,109,43,8,39
260810117011,26, Michigan,081, Kent County,71525.0,862,28,0,0,32,0,0,0,50,144,73,140,118,101,122,43,11
260810117012,26, Michigan,081, Kent County,63519.0,724,13,50,0,12,0,14,0,148,37,66,109,77,104,11,69,14
260810117013,26, Michigan,081, Kent County,81333.0,764,12,12,0,29,24,13,19,34,0,71,152,152,79,119,39,9
260810117021,26, Michigan,081, Kent County,111731.0,714,0,0,10,6,11,41,23,0,9,61,38,129,166,31,107,82
260810117022,26, Michigan,081, Kent County,57625.0,1092,94,31,51,19,39,106,78,46,56,45,158,193,79,24,19,54
260810118011,26, Michigan,081, Kent County,79526.0,534,0,0,0,13,15,0,0,0,29,68,95,167,58,49,20,20
260810118012,26, Michigan,081, Kent County,128281.0,274,0,0,0,0,0,0,0,0,0,0,41,70,21,45,84,13
260810118013,26, Michigan,081, Kent County,94719.0,589,39,0,15,0,120,0,0,0,27,31,27,102,43,110,12,63
260810118014,26, Michigan,081, Kent County,133927.0,1660,0,0,14,20,14,0,18,9,26,121,79,117,263,347,162,470
260810118031,26, Michigan,081, Kent County,125729.0,361,18,0,10,0,12,6,24,0,0,13,56,10,28,19,40,125
260810118032,26, Michigan,081, Kent County,207188.0,248,0,0,0,0,9,0,0,12,0,0,0,16,0,49,31,131
260810118033,26, Michigan,081, Kent County,109464.0,957,32,22,33,18,57,18,10,24,21,20,69,136,34,34,126,303
260810118041,26, Michigan,081, Kent County,119750.0,540,10,0,45,9,8,0,42,0,0,12,39,61,46,50,75,143
260810118042,26, Michigan,081, Kent County,84132.0,385,43,0,28,16,0,9,0,27,14,21,0,112,10,45,31,29
260810118043,26, Michigan,081, Kent County,82143.0,868,132,14,10,37,15,93,9,26,33,25,14,83,126,50,91,110
260810118044,26, Michigan,081, Kent County,123833.0,322,16,0,0,14,0,0,0,15,0,42,0,14,67,14,62,78
260810119011,26, Michigan,081, Kent County,144344.0,1037,0,19,19,0,19,0,32,36,0,74,55,40,160,105,264,214
260810119012,26, Michigan,081, Kent County,206534.0,1003,23,23,0,20,22,0,0,0,17,53,49,112,31,84,54,515
260810119013,26, Michigan,081, Kent County,218631.0,619,0,0,0,0,9,0,0,0,0,0,15,60,41,56,103,335
260810119021,26, Michigan,081, Kent County,143795.0,1243,63,0,0,0,83,0,0,0,0,38,105,120,188,95,59,492
260810119022,26, Michigan,081, Kent County,116027.0,691,0,0,0,0,0,18,0,0,8,0,20,225,91,21,115,193
260810119023,26, Michigan,081, Kent County,182768.0,382,0,17,0,0,0,0,0,0,0,20,45,36,8,32,72,152
260810120021,26, Michigan,081, Kent County,130993.0,950,0,0,12,0,0,114,0,14,20,50,40,92,42,311,137,118
260810120022,26, Michigan,081, Kent County,74841.0,634,0,14,11,5,17,25,4,55,15,30,145,63,67,65,81,37
260810120023,26, Michigan,081, Kent County,103875.0,577,0,8,0,0,0,4,9,20,17,33,94,98,96,63,56,79
260810120031,26, Michigan,081, Kent County,140291.0,768,20,17,0,0,0,0,0,0,26,38,0,134,89,151,148,145
260810120032,26, Michigan,081, Kent County,87667.0,790,0,0,15,0,0,44,82,15,32,55,75,123,87,122,79,61
260810120033,26, Michigan,081, Kent County,97820.0,313,16,0,0,0,0,17,20,0,0,0,20,121,30,77,0,12
260810120034,26, Michigan,081, Kent County,101929.0,817,68,14,11,15,29,25,61,0,24,14,37,75,204,154,68,18
260810120041,26, Michigan,081, Kent County,47700.0,738,10,60,47,16,143,55,30,6,25,48,84,61,85,8,24,36
260810120042,26, Michigan,081, Kent County,60972.0,409,0,0,0,52,55,0,21,0,0,73,52,61,42,40,13,0
260810120043,26, Michigan,081, Kent County,116971.0,493,23,8,6,0,44,15,9,0,11,54,0,37,70,88,86,42
260810120044,26, Michigan,081, Kent County,63056.0,368,16,17,35,26,47,6,6,0,0,15,36,147,6,0,11,0
260810122011,26, Michigan,081, Kent County,143672.0,1322,58,0,0,38,0,0,16,13,26,112,38,139,98,183,71,530
260810122012,26, Michigan,081, Kent County,98878.0,881,17,0,8,66,44,54,22,0,0,16,32,269,69,61,98,125
260810122013,26, Michigan,081, Kent County,112958.0,515,16,32,15,0,0,0,0,0,0,13,27,46,182,22,66,96
260810122021,26, Michigan,081, Kent County,170078.0,608,0,0,0,0,0,0,0,0,15,38,36,81,41,37,165,195
260810122022,26, Michigan,081, Kent County,169180.0,682,0,0,0,0,0,15,0,0,15,13,32,27,71,54,236,219
260810122023,26, Michigan,081, Kent County,177813.0,1111,0,0,0,59,0,14,0,0,43,17,60,15,189,66,124,524
260810122031,26, Michigan,081, Kent County,70556.0,784,29,18,10,5,17,87,72,0,68,60,33,85,126,78,48,48
260810122032,26, Michigan,081, Kent County,121310.0,742,9,8,0,18,20,0,11,36,0,56,29,105,109,79,62,200
260810122033,26, Michigan,081, Kent County,166958.0,623,6,0,0,0,0,16,0,13,42,12,18,47,56,47,129,237
260810123001,26, Michigan,081, Kent County,160481.0,397,0,0,11,0,0,0,0,0,0,11,14,79,34,37,62,149
260810123002,26, Michigan,081, Kent County,190417.0,330,0,0,0,0,0,0,0,7,0,10,32,0,0,63,71,147
260810123003,26, Michigan,081, Kent County,149798.0,535,0,0,0,0,0,0,11,27,28,29,18,53,42,62,106,159
260810124001,26, Michigan,081, Kent County,129821.0,397,7,0,41,0,8,0,6,0,0,13,35,46,27,36,91,87
260810124002,26, Michigan,081, Kent County,146172.0,495,0,7,0,0,0,0,12,0,29,0,65,60,46,37,125,114
260810124003,26, Michigan,081, Kent County,248478.0,402,0,0,8,7,0,0,0,0,0,0,7,43,14,0,72,251
260810125001,26, Michigan,081, Kent County,146016.0,635,9,0,0,23,27,14,8,0,7,0,48,78,41,91,29,260
260810125002,26, Michigan,081, Kent County,159551.0,604,7,17,14,0,14,0,0,0,0,0,23,40,61,94,131,203
260810125003,26, Michigan,081, Kent County,190268.0,327,0,0,0,0,0,0,0,0,2,0,8,28,32,37,69,151
260810126041,26, Michigan,081, Kent County,107837.0,953,0,17,0,0,0,0,27,0,33,39,83,247,159,196,39,113
260810126042,26, Michigan,081, Kent County,100714.0,920,13,0,14,8,92,123,22,0,17,12,56,99,109,134,106,115
260810126043,26, Michigan,081, Kent County,129917.0,753,0,0,16,0,16,0,87,0,0,17,34,13,179,120,116,155
260810126051,26, Michigan,081, Kent County,88056.0,568,46,0,34,0,0,13,0,22,58,38,49,48,25,104,36,95
260810126052,26, Michigan,081, Kent County,152850.0,495,18,0,42,0,10,7,0,0,0,0,42,23,33,69,152,99
260810126081,26, Michigan,081, Kent County,50691.0,1112,72,35,16,53,39,47,182,39,52,164,66,117,31,131,0,68
