GEOID,STATEFP,STATE,COUNTYFP,COUNTY,MEDN_INC22,TOT_HOUS22,LESS_10K22,10K_15K22,15K_20K22,20K_25K22,25K_30K22,30K_35K22,35K_40K22,40K_45K22,45K_50K22,50K_60K22,60K_75K22,75K_100K22,100_125K22,125_150K22,150_200K22,200K_MOR22
260270010001,26, Michigan,027, Cass County,93788.0,480,0,8,18,11,0,18,0,10,36,9,84,79,76,25,21,85
260270010002,26, Michigan,027, Cass County,85905.0,637,15,0,36,9,7,25,26,16,32,24,82,100,111,48,53,53
260270010003,26, Michigan,027, Cass County,63882.0,539,38,0,25,16,9,22,9,67,0,73,34,138,23,10,37,38
260270011001,26, Michigan,027, Cass County,36386.0,495,57,8,40,31,54,32,60,4,19,27,43,48,41,12,10,9
260270011002,26, Michigan,027, Cass County,91007.0,561,15,20,16,9,5,18,17,19,33,27,59,72,72,86,71,22
260270012001,26, Michigan,027, Cass County,97583.0,755,0,9,65,0,40,31,53,11,0,59,50,74,85,26,114,138
260270012002,26, Michigan,027, Cass County,93050.0,565,0,0,22,11,7,16,82,12,17,37,26,81,36,58,81,79
260270015001,26, Michigan,027, Cass County,,281,0,8,0,13,13,20,38,24,26,0,31,21,18,0,69,0
260270015002,26, Michigan,027, Cass County,83906.0,284,0,0,0,47,17,10,20,0,0,8,31,43,90,0,8,10
260270015003,26, Michigan,027, Cass County,67458.0,451,39,31,8,0,0,24,9,0,8,64,53,48,47,15,23,82
260270015004,26, Michigan,027, Cass County,56429.0,388,21,0,34,0,46,9,16,11,20,102,16,36,37,40,0,0
260270016001,26, Michigan,027, Cass County,65294.0,350,1,5,20,6,18,23,21,15,16,38,34,63,16,21,35,18
260270016002,26, Michigan,027, Cass County,99408.0,593,26,8,3,0,14,18,16,21,21,29,48,97,55,20,145,72
260270016003,26, Michigan,027, Cass County,62750.0,202,0,10,22,30,8,0,0,5,2,23,13,25,35,7,10,12
260270016004,26, Michigan,027, Cass County,72708.0,352,32,36,7,10,10,3,9,5,6,11,58,86,57,11,6,5
260270017011,26, Michigan,027, Cass County,67917.0,470,15,21,0,20,10,18,40,6,39,39,49,93,51,35,18,16
260270017012,26, Michigan,027, Cass County,62321.0,169,0,6,0,12,17,7,8,0,10,18,12,23,24,12,20,0
260270017013,26, Michigan,027, Cass County,66553.0,457,13,10,2,12,12,42,11,51,37,10,74,107,12,9,47,8
260270017021,26, Michigan,027, Cass County,82063.0,431,14,17,0,26,0,23,4,33,35,29,15,79,49,31,43,33
260270017022,26, Michigan,027, Cass County,67969.0,477,27,3,24,3,50,10,26,8,14,64,52,79,32,36,25,24
260270018011,26, Michigan,027, Cass County,123112.0,684,11,4,10,7,9,25,8,15,32,29,60,36,167,62,92,117
260270018012,26, Michigan,027, Cass County,95865.0,491,10,0,13,13,0,9,21,6,21,49,46,66,29,38,97,73
260270018021,26, Michigan,027, Cass County,48576.0,653,13,7,87,28,31,55,37,45,44,104,35,55,30,39,42,1
260270018022,26, Michigan,027, Cass County,85150.0,255,10,19,5,4,9,9,5,10,10,6,16,58,25,30,8,31
260270018023,26, Michigan,027, Cass County,59191.0,456,20,2,22,0,24,34,6,54,15,62,43,60,53,18,28,15
260270018024,26, Michigan,027, Cass County,58482.0,526,14,0,0,44,39,9,0,56,44,91,34,57,74,17,47,0
260270019011,26, Michigan,027, Cass County,62767.0,721,54,24,38,9,49,34,25,12,43,63,108,142,19,41,37,23
260270019012,26, Michigan,027, Cass County,63662.0,554,45,38,22,0,22,37,27,0,10,11,168,67,30,13,24,40
260270019021,26, Michigan,027, Cass County,91500.0,586,33,18,18,13,26,15,23,0,46,37,12,56,43,60,25,161
260270019022,26, Michigan,027, Cass County,65500.0,358,8,0,13,0,10,11,49,19,32,34,51,38,25,29,39,0
260270020001,26, Michigan,027, Cass County,64063.0,356,54,4,15,39,18,7,3,18,0,3,37,46,29,16,22,45
260270020002,26, Michigan,027, Cass County,69821.0,181,13,0,4,5,0,8,9,0,7,25,20,17,41,12,15,5
260270020003,26, Michigan,027, Cass County,41964.0,327,4,5,32,18,13,60,15,21,27,26,26,51,10,19,0,0
260270020004,26, Michigan,027, Cass County,26215.0,317,29,69,18,25,36,0,0,43,0,26,9,50,0,0,0,12
260270020005,26, Michigan,027, Cass County,46637.0,653,6,46,78,15,0,10,33,111,87,68,0,3,56,14,121,5
260270021001,26, Michigan,027, Cass County,35179.0,399,33,44,19,36,2,65,15,25,16,12,26,37,52,12,4,1
260270021002,26, Michigan,027, Cass County,57083.0,583,53,20,6,28,20,49,13,53,38,15,21,68,28,39,119,13
260270021003,26, Michigan,027, Cass County,54519.0,681,22,13,7,3,44,52,50,57,31,92,39,52,64,69,24,62
260270021004,26, Michigan,027, Cass County,36800.0,802,120,93,16,47,66,41,25,14,41,15,137,88,37,1,15,46
260270022011,26, Michigan,027, Cass County,36977.0,517,31,20,37,0,39,88,55,13,55,11,74,59,10,10,15,0
260270022012,26, Michigan,027, Cass County,58000.0,432,4,25,12,36,53,5,10,0,24,59,39,29,48,35,42,11
260270022021,26, Michigan,027, Cass County,61974.0,390,31,0,5,5,4,22,32,24,11,46,53,24,44,26,39,24
260270022022,26, Michigan,027, Cass County,116319.0,431,12,0,0,36,15,21,0,18,0,10,61,18,33,118,46,43
260270022023,26, Michigan,027, Cass County,67096.0,489,129,0,14,0,11,62,0,0,0,0,68,39,76,42,34,14
261319701001,26, Michigan,131, Ontonagon County,50000.0,528,26,36,12,36,36,25,54,9,30,63,29,100,23,22,16,11
261319701002,26, Michigan,131, Ontonagon County,48500.0,256,14,14,5,10,16,18,16,25,13,29,26,27,18,9,5,11
261319702001,26, Michigan,131, Ontonagon County,50329.0,667,29,33,45,30,44,37,30,59,24,81,88,78,42,11,29,7
261319702002,26, Michigan,131, Ontonagon County,43750.0,526,25,35,18,62,24,36,31,39,16,29,53,92,54,5,7,0
261319703001,26, Michigan,131, Ontonagon County,47500.0,488,62,16,15,20,28,44,21,24,21,49,36,43,53,29,25,2
261319703002,26, Michigan,131, Ontonagon County,49479.0,407,22,18,33,10,25,25,13,30,30,37,48,49,37,5,10,15
261319901000,26, Michigan,131, Ontonagon County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261030001001,26, Michigan,103, Marquette County,63556.0,346,12,0,0,12,0,33,37,9,13,0,168,0,39,0,23,0
261030001002,26, Michigan,103, Marquette County,81250.0,651,39,44,9,15,17,19,16,10,28,18,86,139,10,70,37,94
261030002001,26, Michigan,103, Marquette County,60882.0,362,58,0,16,5,5,30,16,5,23,17,29,66,50,16,22,4
261030002002,26, Michigan,103, Marquette County,77227.0,229,0,0,0,9,0,22,0,10,0,5,40,61,47,21,14,0
261030002003,26, Michigan,103, Marquette County,46827.0,366,27,53,20,9,12,12,14,17,43,36,17,23,8,41,18,16
261030003001,26, Michigan,103, Marquette County,72143.0,310,0,11,0,14,24,7,11,20,24,13,44,49,38,55,0,0
261030003002,26, Michigan,103, Marquette County,33851.0,643,128,54,49,10,41,68,9,42,35,20,70,30,40,7,13,27
261030004001,26, Michigan,103, Marquette County,51563.0,289,5,25,33,6,14,5,5,9,10,73,12,41,4,18,15,14
261030004002,26, Michigan,103, Marquette County,67813.0,235,11,0,6,0,6,0,11,31,20,21,19,25,29,20,27,9
261030004003,26, Michigan,103, Marquette County,61190.0,320,25,18,16,0,8,16,21,9,20,17,43,25,35,38,15,14
261030005001,26, Michigan,103, Marquette County,,55,6,17,0,3,0,0,5,0,9,7,0,0,8,0,0,0
261030006001,26, Michigan,103, Marquette County,51633.0,600,0,123,41,0,8,5,30,61,0,78,7,136,42,8,12,49
261030006002,26, Michigan,103, Marquette County,55938.0,195,8,0,0,20,13,0,12,28,0,44,0,50,12,8,0,0
261030006003,26, Michigan,103, Marquette County,24219.0,456,90,43,19,106,0,29,52,17,35,32,0,33,0,0,0,0
261030007001,26, Michigan,103, Marquette County,30563.0,575,29,27,53,27,122,135,20,28,19,35,24,42,10,4,0,0
261030007002,26, Michigan,103, Marquette County,57778.0,370,0,0,7,29,28,67,25,10,0,51,42,59,18,7,11,16
261030007003,26, Michigan,103, Marquette County,63125.0,323,0,6,0,0,5,6,5,12,59,63,44,13,39,39,32,0
261030007004,26, Michigan,103, Marquette County,26036.0,551,194,0,50,0,91,11,0,0,8,95,6,50,6,23,17,0
261030011001,26, Michigan,103, Marquette County,95089.0,793,17,27,14,6,19,31,35,10,51,53,56,97,173,51,67,86
261030012001,26, Michigan,103, Marquette County,84643.0,284,0,3,5,14,2,3,5,13,18,26,26,60,23,51,29,6
261030012002,26, Michigan,103, Marquette County,86500.0,782,36,12,10,49,15,16,0,14,18,64,79,271,98,32,32,36
261030012003,26, Michigan,103, Marquette County,76290.0,702,18,0,0,37,19,0,34,15,22,159,31,101,142,53,40,31
261030012004,26, Michigan,103, Marquette County,64583.0,406,8,28,8,9,8,9,23,19,12,33,74,69,41,12,46,7
261030013001,26, Michigan,103, Marquette County,81500.0,714,87,10,20,12,18,20,11,5,23,38,101,126,64,62,43,74
261030013002,26, Michigan,103, Marquette County,77500.0,412,27,0,5,15,0,17,5,21,43,37,26,57,38,61,19,41
261030013003,26, Michigan,103, Marquette County,57250.0,319,14,18,5,44,7,6,26,0,4,50,42,42,33,18,4,6
261030015001,26, Michigan,103, Marquette County,86607.0,437,10,52,0,8,0,0,21,5,0,28,48,99,83,64,15,4
261030015002,26, Michigan,103, Marquette County,100833.0,678,14,0,11,0,6,17,0,24,8,56,59,135,153,92,28,75
261030016001,26, Michigan,103, Marquette County,67768.0,323,7,10,28,16,10,22,6,7,12,18,43,51,47,24,10,12
261030016002,26, Michigan,103, Marquette County,73250.0,301,15,0,0,3,0,9,17,27,0,30,53,75,5,26,5,36
261030016003,26, Michigan,103, Marquette County,70438.0,285,6,31,15,20,6,13,0,12,8,22,26,44,15,22,45,0
261030017001,26, Michigan,103, Marquette County,46477.0,543,42,21,44,24,0,45,69,20,11,51,33,74,42,13,54,0
261030017002,26, Michigan,103, Marquette County,53933.0,499,31,27,11,47,49,16,0,14,29,43,46,126,32,22,0,6
261030018001,26, Michigan,103, Marquette County,81923.0,306,0,9,0,16,23,0,5,0,18,40,6,77,53,52,0,7
261030018002,26, Michigan,103, Marquette County,58750.0,388,25,48,31,43,0,15,0,0,0,37,11,97,40,0,18,23
261030018003,26, Michigan,103, Marquette County,67841.0,383,0,8,9,0,55,9,11,14,22,39,72,62,38,15,21,8
261030019001,26, Michigan,103, Marquette County,37163.0,213,6,12,5,16,5,40,32,0,11,14,19,32,13,8,0,0
261030019002,26, Michigan,103, Marquette County,54327.0,357,0,13,5,23,35,11,15,31,21,56,32,59,21,16,8,11
261030020001,26, Michigan,103, Marquette County,49286.0,500,9,23,49,77,8,13,15,25,33,58,68,89,22,11,0,0
261030020002,26, Michigan,103, Marquette County,36023.0,397,24,48,8,29,55,30,26,8,16,30,44,41,24,0,0,14
261030021001,26, Michigan,103, Marquette County,82308.0,556,5,10,0,42,22,0,12,9,21,63,40,129,134,25,10,34
261030021002,26, Michigan,103, Marquette County,78750.0,684,40,16,0,15,52,22,8,59,5,62,56,103,111,48,51,36
261030022001,26, Michigan,103, Marquette County,93333.0,472,15,5,4,2,6,3,3,3,57,53,54,126,52,63,15,11
261030022002,26, Michigan,103, Marquette County,66875.0,386,11,3,8,22,10,28,12,13,5,39,59,60,72,16,11,17
261030022003,26, Michigan,103, Marquette County,76250.0,404,3,10,0,29,1,7,38,13,14,26,55,57,15,84,40,12
261030023001,26, Michigan,103, Marquette County,67813.0,221,8,9,15,13,5,15,12,3,6,14,22,34,29,14,11,11
261030023002,26, Michigan,103, Marquette County,50156.0,468,53,26,20,14,37,25,17,31,10,84,27,59,24,21,10,10
261030023003,26, Michigan,103, Marquette County,68800.0,264,6,0,14,5,15,16,11,3,17,15,68,38,25,27,2,2
261030024001,26, Michigan,103, Marquette County,43750.0,286,19,13,22,27,9,23,21,9,8,59,44,22,0,0,6,4
261030024002,26, Michigan,103, Marquette County,57159.0,575,21,14,28,37,10,22,10,74,18,65,45,109,94,28,0,0
261030024003,26, Michigan,103, Marquette County,46111.0,190,9,5,11,5,13,25,0,23,9,29,22,32,7,0,0,0
261030025001,26, Michigan,103, Marquette County,50750.0,301,0,17,10,0,27,14,19,43,10,35,20,58,26,10,12,0
261030025002,26, Michigan,103, Marquette County,,231,0,31,0,0,0,0,11,41,38,0,6,40,48,16,0,0
261030025003,26, Michigan,103, Marquette County,59286.0,470,0,24,0,13,17,39,65,41,0,46,37,59,116,13,0,0
261030026001,26, Michigan,103, Marquette County,66917.0,455,27,0,27,7,14,0,0,18,26,80,51,139,15,0,0,51
261030026002,26, Michigan,103, Marquette County,76215.0,307,21,1,0,3,0,0,0,0,22,33,56,116,7,16,5,27
261030026003,26, Michigan,103, Marquette County,52500.0,278,18,13,17,7,20,17,8,17,14,18,46,36,25,4,7,11
261030028011,26, Michigan,103, Marquette County,87049.0,573,10,0,0,0,0,0,0,19,49,29,19,195,92,27,86,47
261030028012,26, Michigan,103, Marquette County,69327.0,545,39,30,29,17,12,72,12,34,0,0,31,34,105,55,26,49
261030028021,26, Michigan,103, Marquette County,57679.0,617,48,19,17,65,9,16,33,72,4,32,37,116,44,28,19,58
261030029011,26, Michigan,103, Marquette County,62793.0,1021,16,28,175,88,7,8,59,23,0,44,201,231,59,17,32,33
261030029012,26, Michigan,103, Marquette County,92450.0,575,19,0,0,12,50,19,0,37,0,37,33,99,53,14,122,80
261030029021,26, Michigan,103, Marquette County,46411.0,568,19,6,21,42,28,10,11,33,202,8,61,12,62,12,7,34
261039900000,26, Michigan,103, Marquette County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260419701001,26, Michigan,041, Delta County,51000.0,490,25,17,27,12,23,64,17,25,31,46,40,75,22,26,22,18
260419701002,26, Michigan,041, Delta County,47589.0,291,10,15,9,25,12,15,16,39,18,24,14,37,35,7,10,5
260419702001,26, Michigan,041, Delta County,74097.0,495,10,24,14,11,15,14,13,9,16,53,75,110,37,26,29,39
260419702002,26, Michigan,041, Delta County,63750.0,475,22,34,26,23,20,21,16,20,25,17,54,68,57,45,9,18
260419703001,26, Michigan,041, Delta County,55156.0,436,24,23,10,17,15,9,22,25,15,79,58,71,18,35,4,11
260419703002,26, Michigan,041, Delta County,61136.0,550,30,20,28,48,8,22,27,12,19,46,79,91,38,58,10,14
260419704001,26, Michigan,041, Delta County,110238.0,356,0,12,0,32,14,0,51,0,16,16,0,35,86,42,26,26
260419704002,26, Michigan,041, Delta County,73641.0,951,67,0,14,46,52,34,0,28,30,137,80,46,68,72,246,31
260419704003,26, Michigan,041, Delta County,49861.0,226,0,3,10,23,30,15,9,6,18,10,17,29,30,10,4,12
260419704004,26, Michigan,041, Delta County,56919.0,616,62,61,0,0,2,0,80,50,10,53,48,40,41,45,23,101
260419705001,26, Michigan,041, Delta County,57330.0,453,2,0,19,12,31,49,32,5,25,56,40,47,32,13,85,5
260419705002,26, Michigan,041, Delta County,66964.0,784,18,0,18,25,36,54,85,26,35,60,103,113,77,75,36,23
260419705003,26, Michigan,041, Delta County,67292.0,748,0,6,77,9,58,0,17,40,42,78,56,246,46,38,23,12
260419706001,26, Michigan,041, Delta County,62438.0,653,31,28,43,51,79,0,21,0,31,23,80,95,66,79,17,9
260419706002,26, Michigan,041, Delta County,49953.0,555,0,27,0,14,66,20,43,24,85,76,30,102,33,27,8,0
260419706003,26, Michigan,041, Delta County,84444.0,400,0,9,6,8,25,0,36,20,6,22,43,39,72,104,10,0
260419707001,26, Michigan,041, Delta County,68750.0,463,5,21,12,7,26,42,13,17,4,39,66,41,119,18,22,11
260419707002,26, Michigan,041, Delta County,58952.0,580,35,3,61,9,15,26,29,29,36,60,72,71,70,29,19,16
260419707003,26, Michigan,041, Delta County,76146.0,385,14,18,40,2,0,2,20,13,0,31,47,57,45,38,39,19
260419708001,26, Michigan,041, Delta County,46174.0,581,13,74,37,43,14,26,0,45,82,41,30,54,39,19,64,0
260419708002,26, Michigan,041, Delta County,35804.0,515,45,67,36,10,44,51,14,23,30,22,81,55,0,15,0,22
260419708003,26, Michigan,041, Delta County,25642.0,783,71,145,127,39,37,0,111,0,0,57,25,79,25,0,15,52
260419709001,26, Michigan,041, Delta County,19507.0,844,23,266,147,61,117,19,57,55,20,0,38,14,0,27,0,0
260419709002,26, Michigan,041, Delta County,38021.0,613,8,132,20,52,40,35,29,17,18,40,53,61,13,32,28,35
260419710001,26, Michigan,041, Delta County,46475.0,423,0,30,55,11,0,30,20,36,50,114,44,33,0,0,0,0
260419710002,26, Michigan,041, Delta County,49063.0,726,84,6,0,35,25,86,56,61,16,50,61,105,65,23,22,31
260419711001,26, Michigan,041, Delta County,64014.0,761,40,83,8,46,0,32,46,8,31,55,95,81,161,18,46,11
260419711002,26, Michigan,041, Delta County,50000.0,698,14,30,48,72,37,49,26,8,65,61,69,65,64,43,30,17
260419900000,26, Michigan,041, Delta County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260419901000,26, Michigan,041, Delta County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261390201001,26, Michigan,139, Ottawa County,66667.0,478,17,7,8,6,30,25,12,11,36,44,59,69,49,13,39,53
261390201002,26, Michigan,139, Ottawa County,83060.0,615,9,4,26,21,5,3,20,5,11,88,89,92,105,54,56,27
261390201003,26, Michigan,139, Ottawa County,71581.0,407,23,10,0,7,43,3,17,17,5,19,72,34,37,32,29,59
261390201004,26, Michigan,139, Ottawa County,70000.0,468,21,0,0,5,12,22,40,14,47,39,61,100,5,48,30,24
261390202001,26, Michigan,139, Ottawa County,55395.0,822,10,30,76,19,23,58,67,19,93,93,178,62,50,26,18,0
261390202002,26, Michigan,139, Ottawa County,81458.0,890,27,0,26,47,6,24,44,0,0,116,86,235,40,115,54,70
261390204001,26, Michigan,139, Ottawa County,65764.0,936,0,34,7,39,17,20,0,82,15,220,71,153,74,79,72,53
261390204002,26, Michigan,139, Ottawa County,72125.0,237,0,0,11,0,0,54,8,0,9,22,16,54,0,25,0,38
261390204003,26, Michigan,139, Ottawa County,97597.0,630,0,0,17,0,13,20,8,0,23,34,72,202,59,63,23,96
261390205011,26, Michigan,139, Ottawa County,100278.0,328,0,0,0,0,0,0,12,0,45,38,21,47,40,49,13,63
261390205012,26, Michigan,139, Ottawa County,39966.0,617,10,62,38,10,26,99,64,28,0,17,54,99,55,22,0,33
261390205013,26, Michigan,139, Ottawa County,130673.0,456,0,17,0,0,21,7,0,16,36,25,30,10,59,45,51,139
261390205031,26, Michigan,139, Ottawa County,89375.0,918,39,23,20,14,30,28,37,25,25,50,85,104,95,113,62,168
261390205032,26, Michigan,139, Ottawa County,92396.0,675,8,0,32,37,19,75,51,6,8,17,65,28,39,35,82,173
261390205041,26, Michigan,139, Ottawa County,92934.0,452,9,0,0,64,8,0,0,10,0,21,37,190,20,19,28,46
261390205042,26, Michigan,139, Ottawa County,78310.0,1051,8,13,109,24,69,12,26,41,29,73,95,134,95,234,54,35
261390206001,26, Michigan,139, Ottawa County,57917.0,818,21,0,26,47,226,32,0,22,16,64,28,101,57,54,18,106
261390206002,26, Michigan,139, Ottawa County,65192.0,272,0,0,0,0,28,0,16,37,27,19,21,1,36,39,10,38
261390206003,26, Michigan,139, Ottawa County,100972.0,559,8,21,10,28,26,0,9,1,10,38,5,120,60,62,65,96
261390209001,26, Michigan,139, Ottawa County,64453.0,493,0,0,57,56,9,32,13,0,34,33,69,7,29,25,89,40
261390209002,26, Michigan,139, Ottawa County,74167.0,306,0,15,17,36,35,0,0,16,8,8,27,35,20,41,12,36
261390209003,26, Michigan,139, Ottawa County,69455.0,385,58,0,0,0,29,8,37,0,0,30,55,111,29,28,0,0
261390209004,26, Michigan,139, Ottawa County,70375.0,329,0,12,0,26,8,8,27,0,0,4,88,37,78,0,41,0
261390209005,26, Michigan,139, Ottawa County,,577,140,68,0,0,0,8,49,0,22,41,24,17,144,0,9,55
261390210001,26, Michigan,139, Ottawa County,141838.0,539,0,0,0,45,37,0,0,0,0,32,58,0,54,75,178,60
261390210002,26, Michigan,139, Ottawa County,87273.0,276,14,0,0,0,19,0,0,0,17,0,33,67,0,48,31,47
261390210003,26, Michigan,139, Ottawa County,33088.0,730,69,29,57,42,164,17,11,113,0,88,17,22,40,0,61,0
261390210004,26, Michigan,139, Ottawa County,71563.0,614,95,26,0,72,0,14,15,24,16,25,26,126,42,11,94,28
261390210005,26, Michigan,139, Ottawa County,74688.0,396,0,0,0,0,0,0,29,5,34,80,54,67,42,16,0,69
261390211001,26, Michigan,139, Ottawa County,85938.0,383,61,0,0,0,5,7,0,6,9,25,67,25,21,34,18,105
261390211002,26, Michigan,139, Ottawa County,72667.0,452,24,4,3,4,34,22,0,18,45,8,92,128,24,4,20,22
261390211003,26, Michigan,139, Ottawa County,44978.0,505,29,36,29,17,50,10,10,72,8,52,34,34,46,40,19,19
261390211004,26, Michigan,139, Ottawa County,124453.0,789,0,0,0,31,0,4,12,32,0,68,21,165,65,93,71,227
261390212011,26, Michigan,139, Ottawa County,86645.0,828,0,0,45,0,0,64,22,54,43,34,104,124,100,94,59,85
261390212012,26, Michigan,139, Ottawa County,122813.0,590,53,13,0,0,0,8,0,16,0,64,20,93,35,178,79,31
261390212013,26, Michigan,139, Ottawa County,113911.0,727,0,0,51,0,0,0,13,77,0,49,64,70,53,124,115,111
261390212031,26, Michigan,139, Ottawa County,74926.0,975,108,0,14,10,34,43,16,51,71,72,69,155,233,68,21,10
261390212032,26, Michigan,139, Ottawa County,92917.0,559,0,13,16,24,23,107,8,0,13,11,46,66,45,31,112,44
261390212041,26, Michigan,139, Ottawa County,78661.0,444,16,16,0,0,0,0,13,50,49,38,27,64,84,27,31,29
261390212042,26, Michigan,139, Ottawa County,52799.0,698,0,80,26,13,48,43,0,34,52,215,78,43,13,53,0,0
261390212043,26, Michigan,139, Ottawa County,67143.0,554,0,0,0,80,6,25,0,25,0,42,110,188,48,12,18,0
261390213011,26, Michigan,139, Ottawa County,87788.0,661,0,12,8,8,0,10,10,20,16,12,117,227,117,22,74,8
261390213012,26, Michigan,139, Ottawa County,94091.0,490,0,0,0,0,41,13,11,0,9,20,50,124,79,45,59,39
261390213031,26, Michigan,139, Ottawa County,80962.0,468,19,4,7,3,13,0,18,25,15,46,49,93,56,31,51,38
261390213032,26, Michigan,139, Ottawa County,103056.0,284,0,0,0,0,6,14,0,12,3,18,10,75,37,57,18,34
261390213041,26, Michigan,139, Ottawa County,132035.0,348,0,23,0,0,0,8,0,15,0,15,28,18,21,54,66,100
261390213042,26, Michigan,139, Ottawa County,113750.0,484,0,15,0,0,10,0,33,6,10,13,61,70,104,88,19,55
261390213043,26, Michigan,139, Ottawa County,113229.0,757,24,0,0,48,23,15,12,12,0,60,57,84,52,47,103,220
261390213044,26, Michigan,139, Ottawa County,82287.0,700,38,12,22,14,8,13,0,14,12,10,57,261,64,48,103,24
261390214011,26, Michigan,139, Ottawa County,85725.0,861,0,0,0,37,0,11,76,27,55,65,63,166,58,146,114,43
261390214012,26, Michigan,139, Ottawa County,95147.0,440,6,17,0,11,31,0,0,0,16,83,17,55,78,40,41,45
261390214021,26, Michigan,139, Ottawa County,95217.0,1138,36,20,0,20,14,23,0,114,51,61,102,191,241,123,86,56
261390214022,26, Michigan,139, Ottawa County,94516.0,382,0,15,0,13,22,14,0,11,0,0,46,76,11,23,151,0
261390214023,26, Michigan,139, Ottawa County,124706.0,486,0,21,0,22,0,0,0,0,0,32,81,54,35,48,64,129
261390215011,26, Michigan,139, Ottawa County,146250.0,602,0,22,0,0,29,9,0,0,30,65,43,34,24,45,64,237
261390215012,26, Michigan,139, Ottawa County,63778.0,713,0,33,0,0,13,0,0,0,8,219,153,146,60,54,27,0
261390215013,26, Michigan,139, Ottawa County,57900.0,848,8,17,29,151,75,55,0,14,26,70,100,89,73,39,88,14
261390215021,26, Michigan,139, Ottawa County,60795.0,857,96,15,9,17,67,61,0,29,51,73,77,131,117,55,34,25
261390215022,26, Michigan,139, Ottawa County,86107.0,651,0,0,12,0,22,64,15,24,0,35,117,89,75,60,65,73
261390216031,26, Michigan,139, Ottawa County,83333.0,660,0,19,8,38,27,13,20,47,13,39,83,33,105,65,102,48
261390216032,26, Michigan,139, Ottawa County,78872.0,511,11,13,2,0,20,21,25,42,17,43,22,161,50,49,16,19
261390216033,26, Michigan,139, Ottawa County,75536.0,431,0,0,8,8,27,0,31,9,0,50,78,122,70,28,0,0
261390216041,26, Michigan,139, Ottawa County,95000.0,804,0,0,0,0,0,0,0,0,64,14,313,11,128,71,48,155
261390216042,26, Michigan,139, Ottawa County,99868.0,308,0,0,0,0,0,13,0,0,0,30,56,56,63,41,12,37
261390216043,26, Michigan,139, Ottawa County,55882.0,342,0,16,14,12,0,18,37,0,0,85,21,54,15,27,33,10
261390216044,26, Michigan,139, Ottawa County,89583.0,410,0,0,0,0,0,45,0,0,60,41,14,96,71,23,60,0
261390216045,26, Michigan,139, Ottawa County,81285.0,777,11,19,0,46,0,14,33,42,0,72,81,166,117,117,13,46
261390216051,26, Michigan,139, Ottawa County,121731.0,724,8,20,0,6,25,17,16,18,7,27,11,107,114,90,155,103
261390216052,26, Michigan,139, Ottawa County,129306.0,576,29,0,0,0,6,0,0,26,7,14,28,102,63,107,71,123
261390216061,26, Michigan,139, Ottawa County,68239.0,695,83,0,18,0,32,49,15,48,20,35,79,66,79,29,91,51
261390216062,26, Michigan,139, Ottawa County,109052.0,503,0,0,0,22,0,0,18,16,21,0,38,61,175,61,61,30
261390216063,26, Michigan,139, Ottawa County,77727.0,224,33,0,17,0,19,0,0,0,18,0,21,54,26,19,17,0
261390216064,26, Michigan,139, Ottawa County,53203.0,1067,55,0,128,104,171,18,0,35,0,44,63,266,119,11,34,19
261390217001,26, Michigan,139, Ottawa County,72390.0,733,0,0,14,48,0,55,37,26,16,32,149,109,94,14,104,35
261390217002,26, Michigan,139, Ottawa County,124593.0,848,0,0,10,0,0,9,0,14,24,12,62,118,182,56,250,111
261390218011,26, Michigan,139, Ottawa County,74271.0,651,0,8,38,0,0,79,38,50,21,35,60,114,104,38,52,14
261390218012,26, Michigan,139, Ottawa County,71563.0,311,0,0,14,39,0,8,11,0,32,38,15,48,25,32,17,32
261390218013,26, Michigan,139, Ottawa County,78214.0,504,18,0,0,67,20,0,11,5,18,63,40,53,147,12,36,14
261390218021,26, Michigan,139, Ottawa County,81429.0,340,7,0,45,0,0,22,11,9,17,8,34,89,45,31,22,0
261390218022,26, Michigan,139, Ottawa County,106500.0,252,0,0,0,0,0,0,35,0,18,16,19,17,32,9,62,44
261390218023,26, Michigan,139, Ottawa County,104722.0,1164,19,0,31,35,16,7,0,14,0,66,110,261,339,153,50,63
261390219011,26, Michigan,139, Ottawa County,90375.0,733,13,16,13,0,8,16,17,8,57,69,72,112,132,99,16,85
261390219012,26, Michigan,139, Ottawa County,96232.0,1133,10,27,19,75,46,9,40,31,30,19,92,221,121,122,141,130
261390219031,26, Michigan,139, Ottawa County,80313.0,642,8,23,0,54,8,0,40,23,60,56,36,63,48,53,23,147
261390219032,26, Michigan,139, Ottawa County,112688.0,364,0,0,0,8,0,0,7,0,0,54,7,74,87,8,42,77
261390219033,26, Michigan,139, Ottawa County,76563.0,618,9,0,0,78,10,22,0,11,13,131,25,232,6,19,38,24
261390219041,26, Michigan,139, Ottawa County,95972.0,509,0,0,0,0,18,0,11,0,0,31,41,184,12,56,25,131
261390219042,26, Michigan,139, Ottawa County,142206.0,616,0,0,0,0,13,13,42,24,14,14,38,51,40,61,110,196
261390220011,26, Michigan,139, Ottawa County,105625.0,272,0,0,9,0,0,0,10,0,7,50,16,43,12,12,99,14
