PRECINCTID,Precinct_L,NAME,age_18_19,age_20_24,age_25_29,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,party_dem,party_rep,party_npp,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,PRECINCT_ID_x,DEM VOTE - 2020,REP VOTE - 2020,TURNOUT - 2020,PRECINCT_ID_y,DEM VOTE - 2016,REP VOTE - 2016,TURNOUT - 2016
WP-001-54740-00001,"Mitchell Township, Precinct 1",0015474000001,0.002551020408163265,0.030612244897959183,0.03826530612244898,0.09693877551020408,0.13520408163265307,0.23979591836734693,0.25255102040816324,0.15306122448979592,0.05102040816326531,0.3569682151589242,0.5061124694376528,0.13691931540342298,0.9665738161559888,0.013927576601671309,0.0,0.005571030640668524,0.013927576601671309,WP-001-54740-00001,0.2186379928315412,0.7741935483870968,279.0,0015474000001,0.1826086956521739,0.7782608695652173,230.0
WP-003-04460-00001,"Au Train Township, Precinct 1",0030446000001,0.008083140877598153,0.03810623556581986,0.050808314087759814,0.11662817551963048,0.12702078521939955,0.2251732101616628,0.2678983833718245,0.11547344110854503,0.050808314087759814,0.37444444444444447,0.4222222222222222,0.20333333333333334,0.9617346938775511,0.01020408163265306,0.008928571428571428,0.007653061224489796,0.011479591836734694,WP-003-04460-00001,0.3543624161073825,0.6335570469798658,745.0,0030446000001,0.3143759873617693,0.6255924170616114,633.0
WP-003-11960-00001,"Burt Township, Precinct 1",0031196000001,0.002777777777777778,0.019444444444444445,0.044444444444444446,0.06944444444444445,0.09444444444444444,0.17222222222222222,0.34444444444444444,0.2,0.05277777777777778,0.4450402144772118,0.40214477211796246,0.15281501340482573,0.981651376146789,0.009174311926605505,0.0,0.0061162079510703364,0.0030581039755351682,WP-003-11960-00001,0.4245014245014245,0.5641025641025641,351.0,0031196000001,0.3098159509202454,0.6134969325153374,326.0
WP-003-33380-00001,"Grand Island Township, Precinct 1",0033338000001,0.0,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.23809523809523808,0.23809523809523808,0.09523809523809523,0.0,0.44,0.48,0.08,1.0,0.0,0.0,0.0,0.0,WP-003-33380-00001,0.4333333333333333,0.5666666666666667,30.0,0033338000001,0.5769230769230769,0.3461538461538461,26.0
WP-003-47540-00001,"Limestone Township, Precinct 1",0034754000001,0.007407407407407408,0.05,0.07222222222222222,0.09259259259259259,0.12222222222222222,0.22777777777777777,0.29259259259259257,0.08148148148148149,0.053703703703703705,0.5052083333333334,0.3454861111111111,0.14930555555555555,0.9378640776699029,0.009708737864077669,0.031067961165048542,0.003883495145631068,0.017475728155339806,WP-003-47540-00001,0.4192307692307692,0.5692307692307692,260.0,0034754000001,0.3393665158371041,0.6108597285067874,221.0
WP-003-52360-00001,"Mathias Township, Precinct 1",0035236000001,0.02734375,0.1015625,0.07421875,0.203125,0.1171875,0.16796875,0.16015625,0.11328125,0.03515625,0.48375451263537905,0.259927797833935,0.2563176895306859,0.9126984126984127,0.007936507936507936,0.04365079365079365,0.003968253968253968,0.031746031746031744,WP-003-52360-00001,0.4522968197879858,0.5335689045936396,283.0,0035236000001,0.4723404255319149,0.4595744680851064,235.0
WP-003-56200-00001,"City of Munising, Precinct 1",0035620000001,0.004002287021154946,0.06632361349342482,0.06918238993710692,0.13150371640937678,0.14922813036020582,0.20182961692395654,0.19210977701543738,0.1234991423670669,0.062321326472269865,0.4548852108916177,0.27869727709556863,0.26641751201281366,0.9570996978851963,0.02054380664652568,0.0,0.006042296072507553,0.016314199395770394,WP-003-56200-00001,0.4676573426573426,0.5192307692307693,1144.0,0035620000001,0.428988326848249,0.5038910505836576,1028.0
WP-003-56220-00001,"Munising Township, Precinct 1",0035622000001,0.010256410256410256,0.05576923076923077,0.05512820512820513,0.15064102564102563,0.15064102564102563,0.2128205128205128,0.22179487179487178,0.11923076923076924,0.023717948717948717,0.43409915356711004,0.40447400241837966,0.16142684401451027,0.9500713266761769,0.01925820256776034,0.007132667617689016,0.012125534950071327,0.011412268188302425,WP-003-56220-00001,0.31002331002331,0.6806526806526807,1287.0,0035622000001,0.3085501858736059,0.6412639405204461,538.0
WP-003-60820-00001,"Onota Township, Precinct 1",0036082000001,0.005780346820809248,0.031791907514450865,0.014450867052023121,0.0953757225433526,0.14739884393063585,0.1994219653179191,0.3265895953757225,0.14739884393063585,0.031791907514450865,0.47863247863247865,0.37037037037037035,0.150997150997151,0.9607843137254902,0.02287581699346405,0.0,0.006535947712418301,0.00980392156862745,WP-003-60820-00001,0.4356435643564356,0.5577557755775577,303.0,0036082000001,0.4368231046931408,0.4981949458483754,277.0
WP-003-69160-00001,"Rock River Township, Precinct 1",0036916000001,0.005089058524173028,0.07124681933842239,0.054707379134860054,0.15139949109414758,0.15776081424936386,0.20737913486005088,0.22391857506361323,0.10178117048346055,0.026717557251908396,0.5114045618247299,0.26410564225690275,0.22448979591836735,0.9650837988826816,0.015363128491620111,0.008379888268156424,0.006983240223463687,0.004189944134078212,WP-003-69160-00001,0.4468965517241379,0.5365517241379311,725.0,0036916000001,0.4380952380952381,0.4984126984126984,630.0
WP-005-01260-00001,"City of Allegan, Precinct 1",0050126000001,0.013692579505300354,0.10644876325088339,0.12190812720848057,0.2062720848056537,0.1515017667844523,0.16210247349823323,0.14045936395759717,0.07332155477031801,0.02429328621908127,0.516179952644041,0.2612470402525651,0.22257300710339384,0.9259745948313622,0.04949627682873412,0.006570302233902759,0.004818221638195357,0.013140604467805518,WP-005-01260-00001,0.4806408544726301,0.4793057409879839,749.0,0050126000001,0.4677685950413223,0.452892561983471,605.0
WP-005-01260-00002,"City of Allegan, Precinct 2",0050126000002,0.016564952048823016,0.0985178727114211,0.10723626852659111,0.17000871839581516,0.17872711421098517,0.1918047079337402,0.13339145597210114,0.08020924149956409,0.023539668700959023,0.5304548959136469,0.26214340786430224,0.20740169622205087,0.9280762564991335,0.05459272097053726,0.006932409012131715,0.006065857885615251,0.004332755632582322,WP-005-01260-00002,0.4596100278551532,0.5125348189415042,1436.0,0050126000002,0.3796962430055955,0.5331734612310152,1251.0
WP-005-01280-00001,"Allegan Township, Precinct 1",0050128000001,0.010062893081761006,0.06876310272536687,0.07421383647798742,0.17232704402515722,0.1719077568134172,0.19077568134171907,0.18364779874213835,0.08972746331236897,0.03857442348008386,0.425531914893617,0.3949709864603482,0.1794970986460348,0.9498703543647364,0.027225583405358685,0.0025929127052722557,0.008210890233362144,0.012100259291270527,WP-005-01280-00001,0.3866033755274262,0.5938818565400844,1896.0,0050128000001,0.3733153638814016,0.5626684636118598,1484.0
WP-005-01280-00002,"Allegan Township, Precinct 2",0050128000002,0.011928429423459244,0.08449304174950298,0.07654075546719682,0.16202783300198806,0.1779324055666004,0.17892644135188868,0.20079522862823063,0.0775347912524851,0.02982107355864811,0.4568014705882353,0.3446691176470588,0.19852941176470587,0.9691991786447639,0.024640657084188913,0.001026694045174538,0.004106776180698152,0.001026694045174538,WP-005-01280-00002,0.3657858136300417,0.6230876216968011,719.0,0050128000002,0.3524451939291737,0.596964586846543,593.0
WP-005-13700-00001,"Casco Township, Precinct 1",0051370000001,0.009558488848429678,0.06235776058261265,0.06827492034592626,0.1401911697769686,0.1306326809285389,0.20846609012289485,0.2266727355484752,0.11925352753755121,0.03459262630860264,0.44339216530348685,0.38743004735256137,0.16917778734395178,0.9063706563706564,0.07046332046332046,0.003861003861003861,0.006756756756756757,0.012548262548262547,WP-005-13700-00001,0.4603841536614645,0.5192076830732293,1666.0,0051370000001,0.4272598870056497,0.5155367231638418,1416.0
WP-005-15200-00001,"Cheshire Township, Precinct 1",0051520000001,0.010282776349614395,0.06876606683804627,0.05719794344473008,0.17352185089974292,0.18059125964010284,0.224293059125964,0.16645244215938304,0.09447300771208227,0.02442159383033419,0.41785714285714287,0.3892857142857143,0.19285714285714287,0.9430255402750491,0.03601833660772757,0.0013097576948264572,0.008513425016371971,0.011132940406024885,WP-005-15200-00001,0.3546296296296296,0.6342592592592593,1080.0,0051520000001,0.3344867358708189,0.5951557093425606,867.0
